Name,Population-weighted tree cover,5-year change,Annual rainfall (inches),Average annual temperature (daily high),Total population,Population density (persons per sq mi),Tree cover in peer cities,List of peer cities
"Lubbock, Texas",12,0.2,19,75.5,293336,2740,13.2,"Amarillo, Texas // Odessa, Texas // Midland, Texas // Abilene, Texas // San Angelo, Texas"
"Madison, Wis.",26.5,1.5,40.6,57.1,471896,3113,25.9,"Rockford, Ill. // Round Lake Beach–McHenry–Grayslake, Ill./Wis. // Appleton, Wis. // Milwaukee, Wis. // Racine, Wis."
"Mobile, Ala.",47.9,-3.1,74.1,78.1,346956,1545,46.2,"Pensacola, Fla./Ala. // Gulfport–Biloxi, Miss. // Navarre–Miramar Beach–Destin, Fla. // Mandeville–Covington, La. // Fairhope–Daphne, Ala."
"Modesto, Calif.",15.7,-0.2,13.1,76.8,367561,5113,13.8,"Antioch, Calif. // Stockton, Calif. // Fresno, Calif. // Merced, Calif. // Tracy–Mountain House, Calif."
"Montgomery, Ala.",36.4,0.8,59.5,77.5,271694,1862,42.4,"Columbus, Ga./Ala. // Tuscaloosa, Ala. // Warner Robins, Ga. // Auburn, Ala. // Dothan, Ala."
"Myrtle Beach–North Myrtle Beach, S.C./N.C.",37.1,-2.4,57.6,74.4,336690,1513,40.2,"Fayetteville, N.C. // Wilmington, N.C. // Charleston, S.C. // Jacksonville, N.C. // Florence, S.C."
"Nashua, N.H./Mass.",51.9,-2,48.5,59.7,324650,1315,49.5,"Barnstable Town, Mass. // Norwich–New London, Conn. // Manchester, N.H. // Worcester, Mass./Conn. // Portsmouth, N.H./Maine"
"Oxnard–San Buenaventura (Ventura), Calif.",10.4,0.4,13.1,72.8,386974,4743,15.5,"Modesto, Calif. // Mission Viejo–Lake Forest–Laguna Niguel, Calif. // Santa Barbara, Calif. // Santa Maria, Calif. // Simi Valley, Calif."
"Palmdale–Lancaster, Calif.",7.7,0,7.2,77.8,362772,4268,10.1,"Victorville–Hesperia–Apple Valley, Calif. // Santa Clarita, Calif. // Temecula–Murrieta–Menifee, Calif. // Bakersfield, Calif. // Visalia, Calif."
"Pensacola, Fla./Ala.",46,-2,73.1,78.7,417630,1544,40.7,"Mobile, Ala. // Gulfport–Biloxi, Miss. // Navarre–Miramar Beach–Destin, Fla. // Panama City–Panama City Beach, Fla. // Fairhope–Daphne, Ala."
"Peoria, Ill.",33,-0.9,42.4,62.1,281265,1870,25.8,"Davenport, Iowa/Ill. // Rockford, Ill. // Springfield, Ill. // Bloomington–Normal, Ill. // Decatur, Ill."
"Phoenix West–Goodyear–Avondale, Ariz.",6.3,0.2,7.7,87.8,457816,3380,7.8,"Tucson, Ariz. // Yuma, Ariz./Calif. // Maricopa, Ariz. // Casa Grande, Ariz. // Phoenix–Mesa–Scottsdale, Ariz."
"Port St. Lucie, Fla.",28.4,-3,58.3,83,455860,1690,30.8,"Bonita Springs–Estero, Fla. // Palm Bay–Melbourne, Fla. // Cape Coral, Fla. // Port Charlotte–North Port, Fla. // Vero Beach–Sebastian, Fla."
"Poughkeepsie–Newburgh, N.Y.",49.4,-1,49.2,61.6,366256,1706,43.9,"Springfield, Mass./Conn. // New Haven, Conn. // Danbury, Conn./N.Y. // Norwich–New London, Conn. // Hartford, Conn."
"Reading, Pa.",26.6,2.2,51.5,63.3,317834,3241,26.5,"York, Pa. // Trenton, N.J. // Lancaster–Manheim, Pa. // Allentown–Bethlehem, Pa./N.J. // Lebanon, Pa."
"Reno, Nev./Calif.",10.3,-1.6,10.3,66.8,456026,2719,14.7,"Boise City, Idaho // Kennewick–Richland–Pasco, Wash. // Nampa, Idaho // Seaside–Monterey–Pacific Grove, Calif. // Carson City, Nev."
"Rock Hill, S.C.",50.7,2.4,48.1,73,267397,1580,46.5,"Gastonia, N.C. // High Point, N.C. // Concord, N.C. // Burlington, N.C. // Winston-Salem, N.C."
"Rockford, Ill.",27.1,-2.6,40.7,58.5,302512,2151,25.9,"Davenport, Iowa/Ill. // Round Lake Beach–McHenry–Grayslake, Ill./Wis. // Madison, Wis. // Racine, Wis. // Kenosha, Wis."
"Round Lake Beach–McHenry–Grayslake, Ill./Wis.",30.8,0.3,39.5,57.9,297858,2020,29.4,"Rockford, Ill. // South Bend, Ind./Mich. // Muskegon–Norton Shores, Mich. // Racine, Wis. // Kenosha, Wis."
"Salem, Ore.",19.4,-0.5,42.4,63.8,288528,3921,25.2,"Eugene, Ore. // Marysville, Wash. // Corvallis, Ore. // Albany, Ore. // Portland, Ore./Wash."
"Santa Clarita, Calif.",12,2.1,14.3,78.2,283639,3611,12.1,"Palmdale–Lancaster, Calif. // Visalia, Calif. // Merced, Calif. // Temecula–Murrieta–Menifee, Calif. // Simi Valley, Calif."
"Santa Rosa, Calif.",20.8,1.3,31.7,72.1,313573,3815,19.8,"Santa Cruz, Calif. // Vallejo, Calif. // Fairfield, Calif. // Napa, Calif. // Petaluma, Calif."
"Savannah, Ga.",43.5,-2.1,52.7,78.4,334900,1595,45.3,"Augusta-Richmond County, Ga./S.C. // Columbia, S.C. // Charleston, S.C. // Brunswick–St. Simons, Ga. // Hinesville, Ga."
"Scranton, Pa.",32.5,2.8,46.5,60.3,389558,2354,29.9,"Syracuse, N.Y. // Lancaster–Manheim, Pa. // Harrisburg, Pa. // York, Pa. // Binghamton, N.Y."
"Shreveport, La.",35.8,0.2,54,77.1,307948,1669,39.4,"Tyler, Texas // Longview, Texas // Monroe, La. // Alexandria, La. // Texarkana, Texas/Ark."
"South Bend, Ind./Mich.",30.5,-1,43,59.8,313865,1888,31.8,"Fort Wayne, Ind. // Kalamazoo, Mich. // Elkhart, Ind./Mich. // Grand Rapids, Mich. // Holland, Mich."
"Spokane, Wash.",18.4,-1.2,19.4,59.6,471633,2675,17.2,"Boise City, Idaho // Coeur d'Alene, Idaho // Bend, Ore. // Missoula, Mont. // Wenatchee, Wash."
"Springfield, Mass./Conn.",37.6,0,50.4,61,481295,2194,42.8,"Worcester, Mass./Conn. // New Haven, Conn. // Bridgeport–Stamford, Conn./N.Y. // Waterbury, Conn. // Hartford, Conn."
"Springfield, Mo.",27.8,2.4,51.9,67.7,306666,2194,29.6,"Fayetteville–Springdale–Rogers, Ark./Mo. // Columbia, Mo. // Fort Smith, Ark./Okla. // Joplin, Mo. // Lee's Summit, Mo."
"Stockton, Calif.",14.6,1.4,14.6,76.7,424545,4228,14,"Modesto, Calif. // Antioch, Calif. // Fresno, Calif. // Merced, Calif. // Tracy–Mountain House, Calif."
"Syracuse, N.Y.",33.9,0.1,45.5,58.3,445483,2391,34,"Scranton, Pa. // Albany–Schenectady, N.Y. // Rochester, N.Y. // Binghamton, N.Y. // Utica, N.Y."
"Tallahassee, Fla.",51,-5,61.2,79.8,272958,2108,43.7,"Columbus, Ga./Ala. // Navarre–Miramar Beach–Destin, Fla. // Gainesville, Fla. // Valdosta, Ga. // Dothan, Ala."
"The Woodlands–Conroe, Texas",43.8,0.5,50.1,80.5,464124,1986,30,"Shreveport, La. // College Station–Bryan, Texas // Galveston–Texas City, Texas // Tyler, Texas // Lake Jackson, Texas"
"Trenton, N.J.",35.1,0.4,50.2,64.8,409149,2595,31.2,"Lancaster–Manheim, Pa. // Atlantic City–Ocean City–Villas, N.J. // Reading, Pa. // Allentown–Bethlehem, Pa./N.J. // Bel Air–Aberdeen, Md."
"Victorville–Hesperia–Apple Valley, Calif.",4.4,-1.2,6.9,77.1,373409,2831,11.4,"Palmdale–Lancaster, Calif. // Santa Clarita, Calif. // Temecula–Murrieta–Menifee, Calif. // Bakersfield, Calif. // Mission Viejo–Lake Forest–Laguna Niguel, Calif."
"Wilmington, N.C.",39.6,1.3,64,74.6,272914,1852,40,"Myrtle Beach–North Myrtle Beach, S.C./N.C. // Greenville, N.C. // Jacksonville, N.C. // Charleston, S.C. // New Bern, N.C."
"Winston-Salem, N.C.",47.7,0.6,50.6,70.2,486254,1521,47.2,"Greensboro, N.C. // Concord, N.C. // Rock Hill, S.C. // Gastonia, N.C. // High Point, N.C."
"Winter Haven, Fla.",26.2,-0.5,55.1,84.6,298330,1638,31.6,"Lakeland, Fla. // Port Charlotte–North Port, Fla. // The Villages–Lady Lake, Fla. // Leesburg–Eustis–Tavares, Fla. // Palm Bay–Melbourne, Fla."
"York, Pa.",25.5,4.7,47.8,63.9,266277,2310,31.1,"Bel Air–Aberdeen, Md. // Reading, Pa. // Frederick, Md. // Lancaster–Manheim, Pa. // Harrisburg, Pa."
"Youngstown, Ohio",38.4,1.5,44.7,60.6,352491,1774,35.2,"Canton, Ohio // Lorain–Elyria, Ohio // Akron, Ohio // Erie, Pa. // Steubenville–Weirton, Ohio/W.Va./Pa."
"Abbeville, La.",23.5,0,65,78.3,24221,2157,NaN,-
"Abbeville, S.C.",57.7,2.2,48.8,73.8,8547,1606,NaN,-
"Aberdeen, S.D.",16.2,-2,22.4,55.3,30998,2214,NaN,-
"Aberdeen, Wash.",24.6,1.3,82.3,59,32133,2334,NaN,-
"Abilene, Kan.",22.8,2.3,34,68.5,7686,2144,NaN,-
"Abilene, Texas",18.8,1.1,27.2,78.1,128225,2058,17.5,"New Braunfels, Texas // San Angelo, Texas // Wichita Falls, Texas // Lawton, Okla. // Killeen, Texas"
"Ada, Ohio",17.4,-0.6,42,61.3,6102,2909,NaN,-
"Ada, Okla.",33.9,1.4,43.9,73.1,24432,1713,NaN,-
"Adairsville, Ga.",38.5,-1.1,56.3,72.8,10713,2012,NaN,-
"Adel, Ga.",36.7,-0.7,54.8,78.9,12940,2101,NaN,-
"Adel, Iowa",15.5,-1.6,38,60.7,6432,2330,NaN,-
"Adrian, Mich.",25.2,-0.4,37.2,60,37265,2634,NaN,-
"Ahoskie, N.C.",36.6,1.4,55.7,71.7,6991,2104,NaN,-
"Alamogordo, N.M.",5.2,1.6,10.4,77.1,33579,2447,NaN,-
"Alamosa, Colo.",9.5,1.5,7.4,60.8,11692,1519,NaN,-
"Albany, Ga.",44.8,-1.8,53.4,78.3,97513,1451,44.2,"Dothan, Ala. // Brunswick–St. Simons, Ga. // Hinesville, Ga. // Macon-Bibb County, Ga. // Warner Robins, Ga."
"Albany, Ore.",18.7,0.6,40.1,64.2,66905,2893,23,"Corvallis, Ore. // Longview, Wash./Ore. // Mount Vernon, Wash. // Eugene, Ore. // Salem, Ore."
"Albemarle, N.C.",44.3,2.1,54.4,72.5,26505,1594,NaN,-
"Albert Lea, Minn.",24.7,0.5,36.1,55,21767,1917,NaN,-
"Albertville, Ala.",36.3,-0.6,64.7,71.1,60684,1732,36.6,"Columbia, Tenn. // Decatur, Ala. // Dalton, Ga. // Cleveland, Tenn. // Florence, Ala."
"Albion, Mich.",33.2,2.3,39.4,58.7,10846,2282,NaN,-
"Albion, N.Y.",33,-0.4,39.2,58.4,9344,3167,NaN,-
"Alexander City, Ala.",56,0.2,63.8,74.7,16450,1678,NaN,-
"Alexandria, Ind.",20.9,-1,44.3,62,7975,2099,NaN,-
"Alexandria, La.",38.9,0.5,59.2,78.3,92963,1421,30.7,"Texarkana, Texas/Ark. // Monroe, La. // Beaumont, Texas // Lake Charles, La. // Lafayette, La."
"Alexandria, Minn.",31.1,0.3,29.6,52.3,25346,849,NaN,-
"Algona, Iowa",27.5,-0.5,33.9,56.9,5842,1743,NaN,-
"Alice, Texas",20.7,3.4,28.5,84.6,24846,2481,NaN,-
"Allegan, Mich.",56.5,1.2,44.1,59.2,12027,1551,NaN,-
"Allendale, Mich.",30.9,0.1,42.3,58.2,30507,2563,NaN,-
"Alliance, Neb.",10.9,-0.9,17.8,62.1,8872,1803,NaN,-
"Alliance, Ohio",32.2,0.2,43.3,60.8,37358,2159,NaN,-
"Alma–St. Louis, Mich.",21.7,-0.5,36.8,57.5,22306,2423,NaN,-
"Alpena, Mich.",37.4,0.4,32.5,53.5,18633,1422,NaN,-
"Alpine, Calif.",24.6,10.6,17.5,75.3,22808,1733,NaN,-
"Alpine, Texas",8.7,2.2,14.3,78.4,6283,1598,NaN,-
"Altavista, Va.",51.8,2.4,46.5,69,7851,1306,NaN,-
"Alton, Ill.",30.4,-0.6,47.1,66.2,95906,1486,29.7,"Terre Haute, Ind. // Decatur, Ill. // Jefferson City, Mo. // Springfield, Ill. // Marion–Herrin, Ill."
"Altoona, Pa.",29.5,5.2,44.7,61.1,87277,2229,33.8,"Johnstown, Pa. // Chambersburg, Pa. // Monessen, Pa. // Williamsport, Pa. // Butler, Pa."
"Altus, Okla.",9.1,1.5,26.5,76,19310,1218,NaN,-
"Alva, Okla.",16.6,1.9,28.4,72.3,5949,1752,NaN,-
"Alvarado, Texas",24.3,-1.1,40.7,77.5,13119,3847,NaN,-
"Amarillo, Texas",14,4.3,19.3,72.8,220005,2589,11.9,"Odessa, Texas // Lubbock, Texas // Midland, Texas // Abilene, Texas // Pueblo, Colo."
"Americus, Ga.",45.5,-0.6,57,77.4,21939,1997,NaN,-
"Ames, Iowa",21.6,-3.3,39,59.5,74266,3264,22.7,"Dubuque, Iowa/Ill. // La Crosse, Wis./Minn. // Waterloo, Iowa // Iowa City, Iowa // Cedar Rapids, Iowa"
"Amherst Town–Northampton–Easthampton Town, Mass.",45.1,-1,50.2,60.3,109919,1868,51.1,"Saratoga Springs, N.Y. // Leominster–Fitchburg, Mass. // Norwich–New London, Conn. // Danbury, Conn./N.Y. // Putnam–Killingly, Conn."
"Amory, Miss.",28.1,-8.3,61.2,74.6,7946,1421,NaN,-
"Amsterdam, N.Y.",35.7,1.9,45.1,58.8,26645,2564,NaN,-
"Anaconda-Deer Lodge County, Mont.",5.9,-0.7,17.8,54.9,7029,2684,NaN,-
"Anacortes, Wash.",35.3,4.6,31.4,58.6,22007,2130,NaN,-
"Anadarko, Okla.",18.2,3.6,33,73.8,6357,3038,NaN,-
"Anamosa, Iowa",18.4,-1,40.3,58.9,6127,2322,NaN,-
"Anchorage Northeast, Alaska",31.6,NaN,17.5,45.6,39913,1930,NaN,-
"Andalusia, Ala.",43.1,-1.4,61.2,78.7,10944,1587,NaN,-
"Anderson, Ind.",25.8,-1.1,45.9,62.2,92688,1773,23.2,"Muncie, Ind. // Springfield, Ohio // Lima, Ohio // Middletown, Ohio // Kokomo, Ind."
"Anderson–Clemson, S.C.",48.3,0.2,53.1,73.1,151146,1505,48.1,"Athens-Clarke County, Ga. // Gastonia, N.C. // Mauldin–Simpsonville, S.C. // Spartanburg, S.C. // Greenville, S.C."
"Andrews, Texas",8.5,0.5,15.2,78,17653,1902,NaN,-
"Angleton, Texas",21.5,-0.5,52.1,80,28635,2505,NaN,-
"Angola, Ind.",29.3,-1.3,39.6,58.8,19370,1315,NaN,-
"Anna, Ill.",32.9,0.2,55.7,67.9,9902,2236,NaN,-
"Anniston–Oxford, Ala.",48.7,2.3,60.4,73.8,90985,1148,46.5,"Dalton, Ga. // Rome, Ga. // Gadsden, Ala. // Winder, Ga. // Cartersville, Ga."
"Antigo, Wis.",18,-1,35.4,52.1,9946,2040,NaN,-
"Appleton, Wis.",22.4,-0.3,36.8,55.3,248283,2215,22.9,"Green Bay, Wis. // Racine, Wis. // Kenosha, Wis. // Oshkosh, Wis. // Sheboygan, Wis."
"Arab, Ala.",43.9,3.2,64.4,71.1,14660,1670,NaN,-
"Aransas Pass–Port Aransas–Ingleside, Texas",22.4,0.3,34.7,80.5,30375,1066,NaN,-
"Arcadia, Fla.",28.3,-2.5,59.2,84.9,19630,1976,NaN,-
"Arcata, Calif.",33.9,2.1,43.9,62.9,26018,2203,NaN,-
"Ardmore, Okla.",29,5.8,39.9,74.6,26312,1736,NaN,-
"Arizona City, Ariz.",2.8,0.6,8.2,87.4,8004,1854,NaN,-
"Arkadelphia, Ark.",44.9,-1.9,56.1,73.8,12573,2022,NaN,-
"Arkansas City, Kan.",29.3,2.2,38.1,70.5,14957,2187,NaN,-
"Arlington, Tenn.",36.8,1.6,58.4,72,16601,2159,NaN,-
"Arroyo Grande–Grover Beach–Pismo Beach, Calif.",13.8,-0.7,17.5,73.3,62477,2894,15.7,"San Luis Obispo, Calif. // Hollister, Calif. // El Paso de Robles (Paso Robles)–Atascadero, Calif. // Camarillo, Calif. // Gilroy–Morgan Hill, Calif."
"Artesia, N.M.",6.5,0.5,10.6,78.6,16848,2472,NaN,-
"Arvin, Calif.",7.1,1.9,7.8,80.2,19691,8429,NaN,-
"Asbury Lake–Middleburg, Fla.",52.2,-2.5,56.1,80.8,36080,1409,NaN,-
"Ashburn, Ga.",32.9,-1.8,52.3,77.5,6539,1533,NaN,-
"Asheboro, N.C.",50.2,2.3,51.4,70.9,53209,1935,43.3,"Wilson, N.C. // Danville, Va./N.C. // Statesville, N.C. // Clayton, N.C. // Burlington, N.C."
"Ashland, Ohio",26.1,1.6,42.8,60.7,24145,2444,NaN,-
"Ashland, Pa.",41,3.8,53.5,59.9,8435,5291,NaN,-
"Ashland, Wis.",26.7,-0.4,32.7,52.2,7908,1896,NaN,-
"Ashtabula, Ohio",39.7,0.9,40.8,59.3,36195,1611,NaN,-
"Ashville, Ohio",12.5,0.2,43,64.3,7683,1999,NaN,-
"Aspen, Colo.",36.4,0.9,18.6,56.1,10024,1702,NaN,-
"Astoria, Ore.",38.6,1,87,59.1,19188,1955,NaN,-
"Atchison, Kan.",30.6,1.7,36.8,65.1,11831,2183,NaN,-
"Athens, Ala.",25,0.9,63.9,72.1,39452,1610,NaN,-
"Athens, Ohio",32.9,1.9,46.4,64.7,31671,3295,NaN,-
"Athens, Tenn.",38.3,0.6,65.1,70.9,29063,1880,NaN,-
"Athens, Texas",36.6,0.3,45.8,77.4,17207,1863,NaN,-
"Athens-Clarke County, Ga.",56.1,-0.8,53,73.6,168379,1817,44.8,"Warner Robins, Ga. // Macon-Bibb County, Ga. // Anderson–Clemson, S.C. // Mauldin–Simpsonville, S.C. // Cartersville, Ga."
"Athol, Mass.",53.8,0.3,47.8,59,21423,1944,NaN,-
"Atlanta, Texas",50.2,0.1,54.1,76.1,10494,1544,NaN,-
"Atlantic, Iowa",19.4,1.1,36.4,60.6,8473,1872,NaN,-
"Atmore, Ala.",37.4,0.9,69.6,77.8,9200,1796,NaN,-
"Atoka, Tenn.",34.1,2.9,61.6,71.1,28450,2864,NaN,-
"Au Gres, Mich.",37.2,-0.3,32.5,56.3,3574,897,NaN,-
"Aubrey, Texas",20.4,-1.5,41.7,76.2,12185,3252,NaN,-
"Auburn, Ala.",47.3,-1.3,62.9,74.8,113691,1843,44.2,"Anniston–Oxford, Ala. // Rome, Ga. // Tuscaloosa, Ala. // Montgomery, Ala. // Columbus, Ga./Ala."
"Auburn, Calif.",39.6,0.1,36,73.5,42364,2357,NaN,-
"Auburn, Ind.",18.5,-1.1,40.3,59.8,24393,2480,NaN,-
"Auburn, N.Y.",30.9,-5,44.1,57.5,36838,2788,NaN,-
"Augusta, Kan.",23.7,2.9,37.3,68.9,9185,2324,NaN,-
"Augusta, Maine",49.4,1.7,48.8,55.9,35627,1575,NaN,-
"Aurora, Mo.",19.8,-0.3,51.7,67.6,11187,2117,NaN,-
"Austin, Minn.",25.6,-2.2,36.8,54.8,28266,2790,NaN,-
"Avalon, Calif.",16.4,-1,7.7,67.3,3369,3012,NaN,-
"Avenal, Calif.",5.9,0.7,9.7,78,13423,3699,NaN,-
"Aztec, N.M.",13.8,-0.1,9.4,68.6,12648,1526,NaN,-
"Bainbridge, Ga.",40.8,-8.6,58.4,79.5,18859,1728,NaN,-
"Baker City, Ore.",9.5,0.8,12.6,60.4,9641,2270,NaN,-
"Bandon, Ore.",29.7,3.5,62.8,60.3,5607,1137,NaN,-
"Bangor, Maine",46.6,2.9,48.4,55.4,76992,1455,47.5,"Lewiston, Maine // Dover–Rochester, N.H./Maine // Concord, N.H. // Portsmouth, N.H./Maine // Portland, Maine"
"Baraboo, Wis.",27.7,-1.6,39.2,56.8,17279,2530,NaN,-
"Barbourville, Ky.",37,2.6,59.7,68.2,9208,1727,NaN,-
"Bardstown, Ky.",23.6,1.6,56.9,67.9,26502,1969,NaN,-
"Barnesville, Ga.",49.5,2.4,55.8,74.7,15452,2658,NaN,-
"Barre–Montpelier, Vt.",40,-1,45.5,55.2,29309,2016,NaN,-
"Barstow, Calif.",2.5,-1,4.5,80.6,34061,2761,NaN,-
"Bartlesville, Okla.",25.2,1.3,40.8,71.5,43317,2192,NaN,-
"Bartow, Fla.",26.2,-3.4,57.8,84.7,28793,2714,NaN,-
"Basalt, Colo.",26.8,-2,16.4,61.2,9508,2596,NaN,-
"Bastrop, La.",55.5,-0.2,62.3,76.3,18737,1810,NaN,-
"Bastrop, Texas",41,4.3,36.7,80.6,31198,1701,NaN,-
"Batavia, N.Y.",31,-0.1,41.6,57.5,23353,2878,NaN,-
"Batesburg-Leesville, S.C.",53.5,3.8,49.7,74.3,9619,1703,NaN,-
"Batesville, Ark.",41.2,0.6,55.1,70.4,15575,1990,NaN,-
"Batesville, Ind.",25,-0.8,49.7,63.7,11805,2143,NaN,-
"Batesville, Miss.",31.9,-0.3,62.5,73.8,10174,1626,NaN,-
"Bath, N.Y.",23.4,-2.2,37.7,58.5,9980,3360,NaN,-
"Battle Creek, Mich.",40,0.5,38.8,59,90212,1845,32.2,"Jackson, Mich. // Monroe, Mich. // Holland, Mich. // Elkhart, Ind./Mich. // Kalamazoo, Mich."
"Battlement Mesa, Colo.",10.5,1.9,13.5,65.4,5467,2494,NaN,-
"Baxley, Ga.",36,-3.1,50.9,78.7,7986,1269,NaN,-
"Bay City, Mich.",23,-0.3,34.8,57.5,75901,1826,33,"Monroe, Mich. // Midland, Mich. // Port Huron, Mich. // Jackson, Mich. // Saginaw, Mich."
"Bay City, Texas",24.1,-0.3,44.9,80,21787,2091,NaN,-
"Bay Minette, Ala.",47.2,-2.2,71.7,77.7,17347,2492,NaN,-
"Bayard, N.M.",6.8,0.9,16,71.5,5357,2269,NaN,-
"Bayside Gardens–Manzanita, Ore.",42,0.5,95.5,59.2,3730,1159,NaN,-
"Bealeton, Va.",30.4,2.1,47.5,67.4,8467,1940,NaN,-
"Beardstown, Ill.",18.6,1.8,41.4,63.7,7519,3470,NaN,-
"Beatrice, Neb.",20.9,-3.6,30,64.2,12865,1469,NaN,-
"Beaufort–Port Royal, S.C.",50.4,-3,51.3,77.5,65193,1472,47.7,"Hinesville, Ga. // Statesboro, Ga. // Bluffton East–Hilton Head Island, S.C. // Brunswick–St. Simons, Ga. // Bluffton West, S.C."
"Beaumont, Texas",30.9,-0.8,64.3,79.3,171947,1653,24.7,"Lake Charles, La. // Galveston–Texas City, Texas // Lafayette, La. // Port Arthur, Texas // Alexandria, La."
"Beaver Dam, Ky.",22.2,1.1,55.2,68.4,8400,2473,NaN,-
"Beaver Dam, Wis.",20.3,0.6,38.5,55.7,21580,2255,NaN,-
"Beckley, W.Va.",50.6,1.5,50.4,62.8,76018,1413,39.2,"Wheeling, W.Va./Ohio // Steubenville–Weirton, Ohio/W.Va./Pa. // Parkersburg, W.Va./Ohio // Bristol, Tenn./Va. // Bluefield, W.Va./Va."
"Bedford, Ind.",30.7,-0.6,52.9,65.4,23514,2773,NaN,-
"Bedford, Pa.",30.6,7.7,41.6,62.4,8260,2101,NaN,-
"Bedford, Va.",46.9,2.6,50,68.1,14656,1711,NaN,-
"Beebe, Ark.",28.9,2.6,58.9,72.6,8547,1915,NaN,-
"Beeville, Texas",23.2,-0.8,29.4,82.3,18347,2918,NaN,-
"Bel Air–Aberdeen, Md.",42.5,1.3,52.6,64.9,231499,2117,32.6,"York, Pa. // Atlantic City–Ocean City–Villas, N.J. // Dover, Del. // Waldorf, Md. // Lancaster–Manheim, Pa."
"Belding, Mich.",36.2,-1.5,43.1,58.3,5942,1998,NaN,-
"Belfair, Wash.",46.8,-0.3,72.5,60.6,12324,2184,NaN,-
"Belfast, Maine",50.1,4.8,54.5,55.4,8476,2283,NaN,-
"Belgrade, Mont.",5.1,1.7,17.3,57.8,25438,1899,NaN,-
"Belle Fourche, S.D.",10.4,-0.3,19.7,61,7650,2695,NaN,-
"Belle Glade, Fla.",7,-0.6,60.3,84.5,25319,3524,NaN,-
"Belle Plaine, Minn.",22.8,0.6,34,55.1,7564,2125,NaN,-
"Bellefontaine, Ohio",23,2.1,45.4,60.5,17266,2785,NaN,-
"Bellefonte, Pa.",27,5.1,43.9,60.8,23137,2985,NaN,-
"Bellevue, Ohio",17,2.5,42.9,60.5,11027,2286,NaN,-
"Bellingham, Wash.",35.9,3.3,41.5,59,145173,2713,23.8,"Marysville, Wash. // Mount Vernon, Wash. // Longview, Wash./Ore. // Albany, Ore. // Centralia, Wash."
"Bellows Falls, Vt./N.H.",43.8,-1.5,46,58.2,6785,2721,NaN,-
"Beloit, Wis./Ill.",28.6,-1.9,39,58.1,75967,2086,23.2,"Dubuque, Iowa/Ill. // Janesville, Wis. // DeKalb, Ill. // Grafton–Port Washington–Cedarburg, Wis. // Kenosha, Wis."
"Belterra, Texas",30.4,1.9,35.6,79.1,19696,5875,NaN,-
"Belton, S.C.",42.6,0.8,54.1,72.7,12017,2612,NaN,-
"Bemidji, Minn.",26.7,1.6,26.8,50.7,24101,1555,NaN,-
"Bend, Ore.",20.4,1.7,12.7,61.2,115217,2740,12.1,"Yakima, Wash. // Wenatchee, Wash. // Carson City, Nev. // Walla Walla, Wash./Ore. // Kennewick–Richland–Pasco, Wash."
"Bennettsville, S.C.",35,-3,51.6,74.9,12707,1596,NaN,-
"Bennington, Vt.",46,0.4,46.2,58.1,16775,1430,NaN,-
"Benson, Ariz.",14,4.5,12.3,81.8,5888,2164,NaN,-
"Benton Harbor–Lincoln–St. Joseph, Mich.",38.6,0,40.3,59.5,74209,1379,33.5,"Valparaiso–Shorewood Forest, Ind. // Michigan City–La Porte, Ind./Mich. // Battle Creek, Mich. // Holland, Mich. // Elkhart, Ind./Mich."
"Benton, Ill.",31.1,-1.8,52.2,66.8,10085,2025,NaN,-
"Benton, Ky.",32.5,0.6,60.8,69.3,5541,1315,NaN,-
"Benton, La.",45.4,1.7,55.6,76.7,7810,1592,NaN,-
"Berea, Ky.",30.3,2.9,57.9,67,20883,1817,NaN,-
"Berlin, N.H.",35.6,-2.4,46.8,54.1,11843,2399,NaN,-
"Berlin, Wis.",28.8,-1.4,37.2,55.9,7956,2304,NaN,-
"Berryville, Ark.",32.3,0.9,51.5,68.9,8209,1955,NaN,-
"Bethel, Alaska",4.3,NaN,19.3,39.6,6312,414,NaN,-
"Beverly Hills–Homosassa Springs–Pine Ridge, Fla.",53.3,-2,63,82.8,126235,966,39.1,"Four Corners, Fla. // St. Augustine, Fla. // Ocala, Fla. // Spring Hill, Fla. // Titusville, Fla."
"Big Bear, Calif.",30,-3.1,18.3,64,17620,1103,NaN,-
"Big Lake, Minn.",31.4,2.4,32.5,54.6,19281,2637,NaN,-
"Big Pine Key, Fla.",42.4,14.9,44.7,84.2,10184,1154,NaN,-
"Big Rapids, Mich.",32.6,-0.8,38.7,56.5,16964,2309,NaN,-
"Big Spring, Texas",15.5,3.7,17.3,78.4,31264,1518,NaN,-
"Big Stone Gap, Va.",49.4,0.9,56.6,66.4,9941,1495,NaN,-
"Billings, Mont.",16.8,2,15.4,61.1,142600,2567,12.6,"Logan, Utah // Idaho Falls, Idaho // Great Falls, Mont. // Casper, Wyo. // Bozeman, Mont."
"Binghamton, N.Y.",34.3,-1.9,44.3,59,180634,2484,33.2,"Utica, N.Y. // Scranton, Pa. // Elmira, N.Y. // Syracuse, N.Y. // Ithaca, N.Y."
"Birch Bay, Wash.",31.2,3.9,44.6,58.8,20603,1491,NaN,-
"Birdsboro–Amity, Pa.",38,4.4,50.5,64,27536,2551,NaN,-
"Bisbee, Ariz.",5.1,-2.5,16.9,76.6,7992,2558,NaN,-
"Bishop, Calif.",20.3,2.8,6.5,75,11171,2037,NaN,-
